time_s,type,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,qx,qy,qz,qr,hx_deg,hy_deg,hz_deg,ex_deg,ey_deg,ez_deg
2.2491021458333336,lowG,-9.854534033203125,-0.39743747558593745,-0.01915361328125,-2.7439024390243905,0.0,-0.48780487804878053,-23.099999999999998,-15.6,-11.549999999999999,-0.49143010936677456,0.5096680475398898,0.4745311811566353,0.5230249392091406,-67.41919453597468,69.92125348228691,65.10083408810368,86.43224636133284,-90.00000250447816,0.0
2.3153962430555555,lowG,-9.868899243164062,-0.296881005859375,-0.076614453125,-0.7926829268292683,-1.2804878048780488,-0.12195121951219513,-23.849999999999998,-15.6,-11.549999999999999,-0.4915804276242852,0.5095151755958796,0.47439445834606886,0.5231566370646221,-67.43599925725813,69.89632432906089,65.0783931640252,86.43533360683769,-90.00000250447816,0.0
2.3198140625,lowG,-9.873687646484374,-0.3447650390625,0.0143652099609375,-0.853658536585366,-0.7926829268292683,0.30487804878048785,-23.849999999999998,-15.6,-11.549999999999999,-0.4915964622050524,0.509491940960288,0.4744109231978655,0.5231492677950949,-67.43841251316147,69.89335832990477,65.08085797823018,86.43800421080316,-90.00000250447816,0.0
2.3242318819444447,lowG,-9.883264453125,-0.3399766357421875,0.0047884033203125,-0.3658536585365854,-0.6707317073170732,0.5487804878048781,-23.849999999999998,-15.6,-11.549999999999999,-0.49161836970597506,0.5094648767262697,0.47443263977766037,0.5231353441161539,-67.44182144088747,69.89006384591823,65.08422660599572,86.44207500354848,-90.00000250447816,0.0
2.3286497013888887,lowG,-9.821015209960937,-0.4070142822265625,0.009576806640625,-1.0365853658536586,-1.0365853658536586,0.24390243902439027,-23.7,-14.7,-11.4,-0.491647582501173,0.5094299055635929,0.47444881964474916,0.5231272727319093,-67.44606292815871,69.88550882998811,65.0866720083466,86.44635753215809,-90.00000250447816,0.0
2.3330675208333336,lowG,-9.840168823242188,-0.4213794921875,-0.033518823242187495,-0.9756097560975611,-0.9146341463414634,0.7926829268292683,-23.7,-14.7,-11.4,-0.4916688743978739,0.5094107538461685,0.47444600611925125,0.5231284632780915,-67.44894931637732,69.88284576579323,65.08625273317364,86.44870711723257,-90.00000250447816,0.0
2.3374853402777775,lowG,-9.9215716796875,-0.488417138671875,0.0,-1.0975609756097562,-0.6097560975609757,0.48780487804878053,-23.7,-14.7,-11.4,-0.49169048480689526,0.5093848994001746,0.4744369685649872,0.523141524133097,-67.45153526122394,69.87890668032722,65.08464756432612,86.4497931173106,-90.00000250447816,0.0
2.408200388888889,lowG,-9.811438403320311,-0.3399766357421875,0.033518823242187495,-0.3658536585365854,-0.9146341463414634,0.426829268292683,-23.099999999999998,-17.4,-10.799999999999999,-0.4914153525605798,0.509427135810256,0.47432548832148314,0.5234599083946224,-67.4045682118305,69.8751391175692,65.06045154182249,86.3829870370387,-90.00000250447816,0.0
2.412618208333333,lowG,-9.830592016601562,-0.38786066894531246,0.0526724365234375,-0.3658536585365854,-1.4634146341463417,0.0,-23.099999999999998,-17.4,-10.799999999999999,-0.49133445881307125,0.5094910971820354,0.47424022294580936,0.5235508403349393,-67.39083918329251,69.88118170758426,65.04621449917241,86.36364394130923,-90.00000250447816,0.0
2.417036027777778,lowG,-9.849745629882811,-0.316034619140625,0.086191259765625,0.06097560975609757,-1.2804878048780488,-0.1829268292682927,-23.099999999999998,-17.4,-10.799999999999999,-0.49131862819194794,0.5094860047101974,0.4742427859455347,0.5235683303778417,-67.38816142362197,69.87995805254445,65.0460771880207,86.3598941674549,-90.00000250447816,0.0
2.4214538472222222,lowG,-9.854534033203125,-0.229843359375,0.1005564697265625,-0.1829268292682927,-1.2195121951219514,0.5487804878048781,-23.7,-15.0,-11.7,-0.4913081228733063,0.5094731310382485,0.4742709044367075,0.5235652455554888,-67.386809860825,69.87828495423994,65.05002008289479,86.35900624286279,-90.00000250447816,0.0
