time_s,type,ax_m/s/s,ay_m/s/s,az_m/s/s,gx_deg/s,gy_deg/s,gz_deg/s,mx_microT,my_microT,mz_microT,qx,qy,qz,qr,hx_deg,hy_deg,hz_deg,ex_deg,ey_deg,ez_deg
2.2771173124999997,lowG,-9.888052856445311,-0.44532150878906246,0.1292868896484375,-0.426829268292683,-0.5487804878048781,0.7317073170731708,-25.8,-17.55,-14.85,-0.4839837532490492,0.5102991089224815,0.4663487272337079,0.5365383589561752,-66.01465214213862,69.60402686622024,63.60926125844659,84.10399879781556,-90.00000250447816,0.0
2.347836486111111,lowG,-9.983820922851562,-0.45968671875,0.105344873046875,-0.48780487804878053,-0.48780487804878053,0.48780487804878053,-25.349999999999998,-18.0,-14.1,-0.48393320944160223,0.5103484401479363,0.46631564293056726,0.5365657831024732,-66.00698634929634,69.60994175435812,63.60400500907478,84.0951332122729,-90.00000250447816,0.0
2.3522543055555554,lowG,-9.787496386718749,-0.4644751220703125,0.0718260498046875,-0.3658536585365854,-0.48780487804878053,0.0,-25.349999999999998,-18.0,-14.1,-0.4839737182483077,0.5103159388527274,0.4663443136960268,0.536535239924787,-66.01337115903587,69.60641499663653,63.608743837050945,84.10314502416932,-90.00000250447816,0.0
2.356672125,lowG,-9.816226806640625,-0.36391865234375,-0.0143652099609375,0.0,-0.853658536585366,-0.06097560975609757,-25.2,-15.899999999999999,-13.35,-0.48402476496994495,0.5102897612378001,0.46638889890164137,0.5364753316350838,-66.02202003662059,69.60462207551787,63.616449935270516,84.11552132694538,-90.00000250447816,0.0
2.361089944444444,lowG,-9.859322436523437,-0.469263525390625,0.12449848632812499,-0.3658536585365854,-1.1585365853658538,0.7926829268292683,-25.2,-15.899999999999999,-13.35,-0.48407537769526243,0.510237742215395,0.4664377076551318,0.5364367064300792,-66.03001103149751,69.59867264386713,63.62415524749833,84.12558902578198,-90.00000250447816,0.0
2.3655077638888886,lowG,-9.811438403320311,-0.3687070556640625,0.01915361328125,-0.6097560975609757,-0.7317073170731708,0.3658536585365854,-25.2,-15.899999999999999,-13.35,-0.484126441180706,0.5102051170542836,0.4664876414462924,0.5363782320892642,-66.03862264063369,69.5959574368543,63.63255277869061,84.1378150643963,-90.00000250447816,0.0
2.369925583333333,lowG,-9.955090502929687,-0.44053310546874996,0.028730419921875,-0.30487804878048785,-0.5487804878048781,0.5487804878048781,-25.65,-15.6,-14.7,-0.48419588152319193,0.5101534649729729,0.4665448507294059,0.5363149193803257,-66.04987776056433,69.59079018721322,63.64207449175093,84.15271853716527,-90.00000250447816,0.0
2.4362155625,lowG,-9.868899243164062,-0.354341845703125,0.0047884033203125,-0.24390243902439027,-0.12195121951219513,0.30487804878048785,-25.8,-16.5,-14.85,-0.4844971299171448,0.5098531832918525,0.466822886839509,0.5360864248533449,-66.09741098815158,69.55660481502147,63.68620638760677,84.2124553716462,-90.00000250447816,0.0
2.440633381944444,lowG,-9.830592016601562,-0.373495458984375,0.1580173095703125,0.24390243902439027,-1.402439024390244,0.30487804878048785,-25.8,-16.5,-14.85,-0.4844927843660116,0.5098468512296677,0.4668400837108493,0.5360813990704302,-66.09695980097649,69.55589003142617,63.688688959317304,84.21248269240289,-90.00000250447816,0.0
2.445051201388889,lowG,-9.753977563476562,-0.3399766357421875,0.11013327636718749,-0.06097560975609757,-0.3658536585365854,0.426829268292683,-25.8,-16.5,-14.85,-0.4844854390248656,0.5098523115739226,0.4668514169752598,0.5360729747187439,-66.09619515401994,69.55688483300032,63.69046390007979,84.21251684334874,-90.00000250447816,0.0
